id,directory_id,name,type,required,relation_id,created_at,updated_at,metadata
0f10c063-3b9e-4cbf-8bea-ffd1fa19ad68,d3115093-e125-48d4-a616-b3817d4c6b47,Kompaniya nomi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
fde6fe82-3492-4298-bc24-9317a4173b11,d3115093-e125-48d4-a616-b3817d4c6b47,Direktor,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": false, ""isVisibleOnTable"": true}"
4e090786-b747-4aa7-8cc5-c9661e92fc26,d3115093-e125-48d4-a616-b3817d4c6b47,Telefon,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
001e871c-025c-469f-addb-2709031e8cea,d3115093-e125-48d4-a616-b3817d4c6b47,Email,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
61ea89ae-4701-4c8d-81b1-c0d189d4025d,d3115093-e125-48d4-a616-b3817d4c6b47,Manzil,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": false, ""isVisibleOnTable"": true}"
884bee7f-ff92-4b1c-8745-74c25cc2890a,d3115093-e125-48d4-a616-b3817d4c6b47,INN,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": false, ""isVisibleOnTable"": true}"
208f589a-cb81-46cc-9327-1f2b8e8c9083,d3115093-e125-48d4-a616-b3817d4c6b47,Bank ma'lumotlari,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": false, ""isVisibleOnTable"": false}"
fd93f4b2-4866-4093-b820-27002a9fe345,d3115093-e125-48d4-a616-b3817d4c6b47,Shartnoma raqami,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 9, ""isRequired"": false, ""isVisibleOnTable"": true}"
68d6c808-8749-4e52-9742-e31e8aa44427,d3115093-e125-48d4-a616-b3817d4c6b47,Shartnoma sanasi,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 10, ""isRequired"": false, ""isVisibleOnTable"": true}"
69c602b7-0368-4ec9-9887-72ae6e0450c4,d3115093-e125-48d4-a616-b3817d4c6b47,Kredit limiti,decimal,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 11, ""isRequired"": false, ""isVisibleOnTable"": true}"
11bac00a-c69c-4dcd-a504-1515f7dfd78b,d3115093-e125-48d4-a616-b3817d4c6b47,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 12, ""isRequired"": true, ""isVisibleOnTable"": true}"
221a0d3d-84f5-4f39-9349-70cef8ec870f,d03b56d9-85b7-4322-8cab-0768374ddf3f,Tashkilot ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
fe68979c-adeb-4d12-888c-324e4d9910fc,d03b56d9-85b7-4322-8cab-0768374ddf3f,Tashkilot nomi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
38cebc9f-4f48-4444-81e1-53adc79713c2,d03b56d9-85b7-4322-8cab-0768374ddf3f,Tashkilot turi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": true, ""isVisibleOnTable"": true}"
41b00f9c-ffa7-42bf-b62b-4ca10173a488,d03b56d9-85b7-4322-8cab-0768374ddf3f,Direktor,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": false, ""isVisibleOnTable"": true}"
6f92f3c9-970a-48de-b43c-c1a65b8693e7,d03b56d9-85b7-4322-8cab-0768374ddf3f,Telefon,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": true, ""isVisibleOnTable"": true}"
1b6dead4-b984-40c1-8ec6-63dec3815af3,d03b56d9-85b7-4322-8cab-0768374ddf3f,Email,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": false, ""isVisibleOnTable"": true}"
a60fa925-4dec-4216-8502-f5dde18b6ce1,d03b56d9-85b7-4322-8cab-0768374ddf3f,Manzil,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": false, ""isVisibleOnTable"": true}"
fe499662-af36-4f7a-9fea-2e190f98bf60,d03b56d9-85b7-4322-8cab-0768374ddf3f,INN,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": false, ""isVisibleOnTable"": true}"
98ae5997-cdbe-4cb7-af7b-e32ecccef5dc,d03b56d9-85b7-4322-8cab-0768374ddf3f,Shartnoma raqami,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 9, ""isRequired"": false, ""isVisibleOnTable"": true}"
6cc6c194-a95b-4c1d-9aab-64de8f550bff,d03b56d9-85b7-4322-8cab-0768374ddf3f,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 10, ""isRequired"": true, ""isVisibleOnTable"": true}"
15e05178-61de-4fe5-989e-bf8ff658a921,012c48db-102f-4b6a-8da3-aa248ce3fce8,Loyiha ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
882e23f1-dec8-46df-821f-92fd86021d06,012c48db-102f-4b6a-8da3-aa248ce3fce8,Loyiha nomi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
911e8c17-3308-489c-b977-95e52caabd1e,012c48db-102f-4b6a-8da3-aa248ce3fce8,Tavsif,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": false, ""isVisibleOnTable"": true}"
5a49cc42-72f0-46e4-b76a-83cc1f17001e,012c48db-102f-4b6a-8da3-aa248ce3fce8,Mijoz,relation,f,d3115093-e125-48d4-a616-b3817d4c6b47,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": false, ""isVisibleOnTable"": true}"
2ebb2890-a891-43a4-9465-39de17b4ccab,012c48db-102f-4b6a-8da3-aa248ce3fce8,Boshlash sanasi,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
3a5b9c76-f376-4c1d-8601-a2d8df09e1c4,012c48db-102f-4b6a-8da3-aa248ce3fce8,Tugash sanasi,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": false, ""isVisibleOnTable"": true}"
fcf81e90-d70b-48f8-b6f9-28973554669a,012c48db-102f-4b6a-8da3-aa248ce3fce8,Holat,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": true, ""isVisibleOnTable"": true}"
eff6545e-6385-43f0-852b-115bef5c7d18,012c48db-102f-4b6a-8da3-aa248ce3fce8,Byudjet,decimal,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": false, ""isVisibleOnTable"": true}"
7d6c14ea-fcdb-457d-9714-70f4b4a68cfd,012c48db-102f-4b6a-8da3-aa248ce3fce8,Loyiha rahbari,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 9, ""isRequired"": false, ""isVisibleOnTable"": true}"
a2b2fc72-a2a2-48e9-96f0-d4a5a0b7040b,012c48db-102f-4b6a-8da3-aa248ce3fce8,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 10, ""isRequired"": true, ""isVisibleOnTable"": true}"
fc51bb4f-bee7-4440-b515-7372f111511a,fad7d665-e290-4250-bfda-136962a7b8c9,Tovar ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
86c0adb8-8e0b-4916-b69b-0949ab0aa573,fad7d665-e290-4250-bfda-136962a7b8c9,Nomi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
d0986049-687f-4558-b368-3bd88c128cd4,fad7d665-e290-4250-bfda-136962a7b8c9,Kategoriya,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": false, ""isVisibleOnTable"": true}"
bdb6a2c3-a43b-4d5f-97c7-56cf8ed38f97,fad7d665-e290-4250-bfda-136962a7b8c9,Birlik,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
e860207f-f053-4e91-a9d8-b056418c2641,fad7d665-e290-4250-bfda-136962a7b8c9,Narx,decimal,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
a118754e-4eac-4327-bb4b-792d4727ddea,fad7d665-e290-4250-bfda-136962a7b8c9,Valyuta,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": true, ""isVisibleOnTable"": true}"
7db1f580-f40a-4656-821e-3dbc10e59e16,fad7d665-e290-4250-bfda-136962a7b8c9,Kod,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": false, ""isVisibleOnTable"": true}"
4b1ea012-f67e-4cb8-b90a-5c8ddede7dab,fad7d665-e290-4250-bfda-136962a7b8c9,Barkod,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": false, ""isVisibleOnTable"": true}"
e6c58476-75aa-4a7c-82af-e79990178c9f,fad7d665-e290-4250-bfda-136962a7b8c9,Tavsif,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 9, ""isRequired"": false, ""isVisibleOnTable"": false}"
8b32c2aa-197f-4613-8d34-7b44c3dfa85e,fad7d665-e290-4250-bfda-136962a7b8c9,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 10, ""isRequired"": true, ""isVisibleOnTable"": true}"
cb437960-3f86-43a9-a4d3-10f85049b386,29f13c09-28d6-42ba-b942-7403aff83d38,Ombor ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
9bfc68b3-548d-4c50-9731-8fc89d428fc0,29f13c09-28d6-42ba-b942-7403aff83d38,Nomi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
6ed1a4b0-1b6c-42eb-805b-1ca508ca26bc,29f13c09-28d6-42ba-b942-7403aff83d38,Manzil,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": false, ""isVisibleOnTable"": true}"
ddf54512-e697-4000-bb2f-64494daec1ca,29f13c09-28d6-42ba-b942-7403aff83d38,Telefon,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": false, ""isVisibleOnTable"": true}"
6f66db2c-3536-4a09-ac3e-99a02923e77c,29f13c09-28d6-42ba-b942-7403aff83d38,Mas'ul shaxs,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
06ad0e5d-0e1e-43b3-bedc-59fb5235f300,29f13c09-28d6-42ba-b942-7403aff83d38,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": true, ""isVisibleOnTable"": true}"
9bb44d77-38bb-4a9c-9abd-6dc22e79c561,f5f00cfa-14da-400c-a8a5-d2d2f1a51767,Sotuv ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
ebe603f1-1a76-468c-93a4-42717a5d85a3,f5f00cfa-14da-400c-a8a5-d2d2f1a51767,Sotuv raqami,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
76b03011-3e58-44b9-b429-96889d83a613,f5f00cfa-14da-400c-a8a5-d2d2f1a51767,Mijoz,relation,f,d3115093-e125-48d4-a616-b3817d4c6b47,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": false, ""isVisibleOnTable"": true}"
08f5819d-9346-4e76-852b-8ddb18fab370,f5f00cfa-14da-400c-a8a5-d2d2f1a51767,Sana,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
7f916fef-c3c2-4e2a-ba2a-60193445d647,f5f00cfa-14da-400c-a8a5-d2d2f1a51767,Jami summa,decimal,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": true, ""isVisibleOnTable"": true}"
034af9de-29fa-4205-8641-43d8117ead50,f5f00cfa-14da-400c-a8a5-d2d2f1a51767,Valyuta,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": true, ""isVisibleOnTable"": true}"
3f138010-a0cb-43e7-9bf6-aa70a0959442,f5f00cfa-14da-400c-a8a5-d2d2f1a51767,To'lov turi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": true, ""isVisibleOnTable"": true}"
5e74c57c-5061-4874-86ee-4d21c75f7e52,f5f00cfa-14da-400c-a8a5-d2d2f1a51767,Holat,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": true, ""isVisibleOnTable"": true}"
d13dd72f-8f6e-4e29-9485-6aa1f0f589d5,f5f00cfa-14da-400c-a8a5-d2d2f1a51767,Izoh,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 9, ""isRequired"": false, ""isVisibleOnTable"": false}"
496e87a5-7204-41db-93fd-c7a3ea599312,158c30b4-6b7b-430f-b0b8-d5ea14826f63,Buyurtma ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
ee900d76-a70d-4eba-aeda-1c1bb715038d,158c30b4-6b7b-430f-b0b8-d5ea14826f63,Buyurtma raqami,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
d8136a74-d886-4714-a5ff-ed9931723ede,158c30b4-6b7b-430f-b0b8-d5ea14826f63,Mijoz,relation,f,d3115093-e125-48d4-a616-b3817d4c6b47,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": true, ""isVisibleOnTable"": true}"
7fc53921-c47b-4ff1-8d25-3c371de93dc1,158c30b4-6b7b-430f-b0b8-d5ea14826f63,Sana,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
2e260d4e-65b0-427a-96fb-0977eef4b584,158c30b4-6b7b-430f-b0b8-d5ea14826f63,Yetkazib berish sanasi,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
791bb445-e978-4d54-8e43-6eab0878bce2,158c30b4-6b7b-430f-b0b8-d5ea14826f63,Jami summa,decimal,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": true, ""isVisibleOnTable"": true}"
e576d083-483c-4e3b-bd8c-a22f9664af69,158c30b4-6b7b-430f-b0b8-d5ea14826f63,Holat,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": true, ""isVisibleOnTable"": true}"
2a11ca6d-859c-4720-b223-ae31d04e728a,158c30b4-6b7b-430f-b0b8-d5ea14826f63,Izoh,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": false, ""isVisibleOnTable"": false}"
e611d22d-3bd9-485d-9403-86ccf35450a0,0236825c-83fb-458b-bbd9-b1ca96aca3d1,Foydalanuvchi ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
7ef45d12-f7b1-4568-baaf-800e972a4c68,0236825c-83fb-458b-bbd9-b1ca96aca3d1,Ism,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
